"sk_grupo","sk_autor","sk_data_autorado","autorado_em","sk_data_commitado","commitado_em","e_merge","linhas_adicionadas","linhas_removidas","linhas_total","grupo","commit_id","titulo","mensagem"
"2","44","20260625","2026-06-25T21:15:32.000-03:00","20260625","2026-06-25T21:15:32.000-03:00","0","0","16647","16647","G02","bdf298d7","chore(#485): remove package-lock.json do versionamento e arquivos temporarios da raiz","chore(#485): remove package-lock.json do versionamento e arquivos temporarios da raiz
"
"2","84","20230604","2023-06-04T12:01:17.000-03:00","20230604","2023-06-04T12:01:17.000-03:00","0","1","1","2","G02","be1f6880","Update README.md","Update README.md"
"2","42","20260429","2026-04-29T19:00:47.000+00:00","20260429","2026-04-29T19:00:47.000+00:00","1","25","12","37","G02","be4bc937","Merge branch 'docs/adiciona-fontes-forcas-porter' into 'main'","Merge branch 'docs/adiciona-fontes-forcas-porter' into 'main'

docs(#55): coloca fontes na secao 2.1.1

See merge request graduacao/2026-1b/t28/g02!19"
"2","48","20260527","2026-05-27T14:39:21.000-03:00","20260527","2026-05-27T14:39:21.000-03:00","0","5","0","5","G02","be53e9a6","docs(#192): adiciona imagem do diagrama de classes arquitetural","docs(#192): adiciona imagem do diagrama de classes arquitetural
"
"2","41","20260612","2026-06-12T03:28:42.000+00:00","20260612","2026-06-12T03:28:42.000+00:00","1","3549","1934","5483","G02","be5c9dde","Merge branch 'feature/320-ui-alta-fidelidade' into 'main'","Merge branch 'feature/320-ui-alta-fidelidade' into 'main'

feat(#320): implementa componentes de alta fidelidade e interações na UI

See merge request graduacao/2026-1b/t28/g02!143"
"2","44","20260615","2026-06-15T21:29:52.000-03:00","20260615","2026-06-15T21:29:52.000-03:00","0","3","2","5","G02","be86f34d","fix: configura as origens permitidas no middleware cors global (Issue #380)","fix: configura as origens permitidas no middleware cors global (Issue #380)
"
"2","44","20260515","2026-05-15T20:07:19.000+00:00","20260515","2026-05-15T20:07:19.000+00:00","1","41","0","41","G02","beaa1762","Merge branch 'docs/modelo-relacional' into 'main'","Merge branch 'docs/modelo-relacional' into 'main'

Docs/modelo relacional

See merge request graduacao/2026-1b/t28/g02!48"
"2","43","20260624","2026-06-24T15:04:29.000-03:00","20260624","2026-06-24T15:04:29.000-03:00","1","9203","1930","11133","G02","bf309e21","Merge branch 'main' of [url-institucional]","Merge branch 'main' of [url-institucional]
"
"2","48","20260525","2026-05-25T17:38:33.000+00:00","20260525","2026-05-25T17:38:33.000+00:00","1","6605","37","6642","G02","bf714f7b","Merge branch 'docs/adiciona-logicas-proposicionais' into 'main'","Merge branch 'docs/adiciona-logicas-proposicionais' into 'main'

Docs/adiciona logicas proposicionais (#221)

See merge request graduacao/2026-1b/t28/g02!81"
"2","48","20260625","2026-06-25T15:11:35.000-03:00","20260625","2026-06-25T15:11:35.000-03:00","0","1","1","2","G02","bfdb9c5c","feat(db): alinha migração de interações com validação atual #469","feat(db): alinha migração de interações com validação atual #469
"
"2","44","20260625","2026-06-25T17:07:37.000-03:00","20260625","2026-06-25T17:07:37.000-03:00","0","7","9","16","G02","bfe0e0be","fix(#467): corrige renderizacao da tag de fonte nos diagramas 08 20 e 21","fix(#467): corrige renderizacao da tag de fonte nos diagramas 08 20 e 21
"
"2","42","20260529","2026-05-29T22:36:27.000-03:00","20260529","2026-05-29T22:36:27.000-03:00","0","2","2","4","G02","bff12cb0","docs(#252): corrige a seção 3.1.3","docs(#252): corrige a seção 3.1.3
"
"2","45","20260622","2026-06-22T23:59:37.000+00:00","20260622","2026-06-22T23:59:37.000+00:00","1","74","15","89","G02","c00dce22","Merge branch 'main' into 'test/AdicionaTestesRestantes'","Merge branch 'main' into 'test/AdicionaTestesRestantes'

# Conflicts:
#   src/tests/integration/webapi.integration.test.ts"
"2","43","20260608","2026-06-08T15:43:09.000-03:00","20260608","2026-06-08T15:43:09.000-03:00","0","16","4","20","G02","c0419d71","docs(#302): Revisa a seção 6.3 do wad com base nos comentários do reviwer","docs(#302): Revisa a seção 6.3 do wad com base nos comentários do reviwer
"
"2","41","20260515","2026-05-15T23:13:00.000-03:00","20260515","2026-05-15T23:13:00.000-03:00","0","7","1","8","G02","c14b5d11","docs(#177): atualiza foto wireframe 04","docs(#177): atualiza foto wireframe 04
"
"2","41","20260529","2026-05-29T19:39:02.000-03:00","20260529","2026-05-29T19:39:02.000-03:00","0","9","9","18","G02","c191efcb","docs(wad): ajustar tabela 1 da lógica proposicional (#262)","docs(wad): ajustar tabela 1 da lógica proposicional (#262)
"
"2","48","20260625","2026-06-25T15:18:20.000-03:00","20260625","2026-06-25T15:18:20.000-03:00","0","6","8","14","G02","c1e60cde","feat(db): alinha ajuste de auditoria com esquema atual #469","feat(db): alinha ajuste de auditoria com esquema atual #469
"
"2","45","20260609","2026-06-09T14:31:45.000-03:00","20260609","2026-06-09T14:31:45.000-03:00","0","302","0","302","G02","c21ac8a4","docs: adiciona introducao a secao 5.1 #331","docs: adiciona introducao a secao 5.1 #331
"
"2","85","20220621","2022-06-21T14:24:14.000-03:00","20220621","2022-06-21T14:24:14.000-03:00","0","5","140","145","G02","c2501b6b",":art: general template update",":art: general template update
"
"2","45","20260624","2026-06-24T21:18:35.000-03:00","20260624","2026-06-24T21:18:35.000-03:00","0","6","13","19","G02","c27d759d","fix(#447): evita salvar campos do vinculo direto na edicao","fix(#447): evita salvar campos do vinculo direto na edicao
"
"2","43","20260427","2026-04-27T15:33:07.000-03:00","20260427","2026-04-27T15:33:07.000-03:00","0","18","8","26","G02","c2c7d534","docs(#5): adiciona a seção 2.1.3 do WAD faltando o topico 4","docs(#5): adiciona a seção 2.1.3 do WAD faltando o topico 4
"
"2","48","20260529","2026-05-29T15:05:36.000-03:00","20260529","2026-05-29T15:05:36.000-03:00","0","2","2","4","G02","c2f8aad0","docs(#269): altera texto do diagrama de classes arquitetural adicionando dados agricolas na lista de models e atualiza lista de interfaces","docs(#269): altera texto do diagrama de classes arquitetural adicionando dados agricolas na lista de models e atualiza lista de interfaces
"
"2","44","20260515","2026-05-15T21:23:24.000+00:00","20260515","2026-05-15T21:23:24.000+00:00","1","95","0","95","G02","c3403af7","Merge branch 'docs/adiciona-imagen-wireframe' into 'main'","Merge branch 'docs/adiciona-imagen-wireframe' into 'main'

docs: adiciona imagens do wireframe

See merge request graduacao/2026-1b/t28/g02!58"
"2","44","20260615","2026-06-15T22:29:44.000-03:00","20260615","2026-06-15T22:34:59.000-03:00","0","42","27","69","G02","c36961ff","refactor: tipagem forte e kebab-case (Issue #395, Issue #396)","refactor: tipagem forte e kebab-case (Issue #395, Issue #396)
"
"2","43","20260622","2026-06-22T15:38:09.000-03:00","20260622","2026-06-22T15:38:09.000-03:00","0","13","0","13","G02","c372bd66","hotfix(#417): cobre com teste a decisao invalida em aprovarCadastro","hotfix(#417): cobre com teste a decisao invalida em aprovarCadastro

Garante que decisao ausente/invalida retorna 400 e nao abre conexao
com o banco (pool.connect nao e chamado), travando a regressao da
recusa silenciosa.

Co-Authored-By: Claude Opus 4.8 <[email]>
"
"2","44","20260615","2026-06-15T23:06:57.000-03:00","20260615","2026-06-15T23:06:57.000-03:00","0","2","0","2","G02","c3e1459e","docs: insere endpoint de alteracoes nas matrizes (Issue #390)","docs: insere endpoint de alteracoes nas matrizes (Issue #390)
"
"2","43","20260528","2026-05-28T14:13:54.000-03:00","20260528","2026-05-28T14:13:54.000-03:00","0","3","3","6","G02","c3e1a6b6","fix(imports): corrige imports em vinculo.repository e vinculo.routes","fix(imports): corrige imports em vinculo.repository e vinculo.routes

Arquivos incluídos no pull do remote após o rebase ainda apontavam para
config/database e middlewares/ (plural). Atualiza para os novos caminhos:
- config/database → database/connection
- middlewares/auth.middleware → middleware/auth.middleware

Co-Authored-By: Claude Sonnet 4.6 <[email]>
"
"2","44","20260622","2026-06-22T16:12:55.000-03:00","20260622","2026-06-22T16:12:55.000-03:00","1","418","122","540","G02","c3f8f163","feat: merge da branch 'main' e resolucao de conflitos (Issue #420)","feat: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
"2","41","20260626","2026-06-26T00:58:20.000+00:00","20260626","2026-06-26T00:58:20.000+00:00","1","25","11","36","G02","c3f90707","Merge branch 'refactor/qualidade-codigo-backend' into 'main'","Merge branch 'refactor/qualidade-codigo-backend' into 'main'

refactor(#482): substitui console.log por logger global e conserta mocks de teste

See merge request graduacao/2026-1b/t28/g02!207"
"2","85","20260511","2026-05-11T16:11:42.000-03:00","20260511","2026-05-11T16:11:42.000-03:00","0","11","0","11","G02","c4374187","docs(#139): adiciona justificativa da priorizacao dos rfs","docs(#139): adiciona justificativa da priorizacao dos rfs
"
"2","48","20260625","2026-06-25T21:23:10.000-03:00","20260625","2026-06-25T21:23:10.000-03:00","0","3","256","259","G02","c4413ab0","docs(wad): atualiza diagrama de classes arquitetural e seus respectivos textos #486","docs(wad): atualiza diagrama de classes arquitetural e seus respectivos textos #486
"
"2","45","20260616","2026-06-16T08:05:39.000-03:00","20260616","2026-06-16T08:05:39.000-03:00","0","0","2","2","G02","c47aecb0","docs: remove linhas duplicadas na tabela 3.6.2.1","docs: remove linhas duplicadas na tabela 3.6.2.1
"
"2","41","20260529","2026-05-29T23:10:20.000-03:00","20260529","2026-05-29T23:10:20.000-03:00","0","0","2","2","G02","c4de53ca","docs(wad): mudando titulo duplicado da secao 3.7(#274)","docs(wad): mudando titulo duplicado da secao 3.7(#274)
"
"2","48","20260625","2026-06-25T15:42:33.000-03:00","20260625","2026-06-25T15:42:33.000-03:00","0","443","2","445","G02","c4de8c11","docs(wad): atualiza texto de introducao e parte do modelo fisico #471","docs(wad): atualiza texto de introducao e parte do modelo fisico #471
"
"2","85","20260511","2026-05-11T16:31:50.000-03:00","20260511","2026-05-11T16:31:50.000-03:00","0","35","0","35","G02","c527df30","docs(#139): insere secao de minimundo no documento","docs(#139): insere secao de minimundo no documento
"
"2","44","20260612","2026-06-12T16:18:45.000-03:00","20260612","2026-06-12T16:18:45.000-03:00","0","10777","2351","13128","G02","c532e9f9","fix(#357): corrige gaps apontados no barema, ajusta gitignore e atinge 100% test coverage","fix(#357): corrige gaps apontados no barema, ajusta gitignore e atinge 100% test coverage
"
"2","41","20260612","2026-06-12T20:05:33.000-03:00","20260612","2026-06-12T20:05:33.000-03:00","0","11","11","22","G02","c5c7d241","docs(wad):adiciona fontes usadas em toda a secao 6(#354)","docs(wad):adiciona fontes usadas em toda a secao 6(#354)
"
"2","48","20260623","2026-06-23T15:25:33.000-03:00","20260623","2026-06-23T15:25:33.000-03:00","0","24","0","24","G02","c60c7765","docs(wad): adiciona documentacao da tarefa de cadastro de parceiro nos testes de guerrilha (5.2.1) #428","docs(wad): adiciona documentacao da tarefa de cadastro de parceiro nos testes de guerrilha (5.2.1) #428
"
"2","41","20260529","2026-05-29T20:10:57.000-03:00","20260529","2026-05-29T20:10:57.000-03:00","0","4","4","8","G02","c62f752c","docs(wad): ajustar tamanho das imagens das telas 06 e 07 (#272)","docs(wad): ajustar tamanho das imagens das telas 06 e 07 (#272)
"
"2","42","20260528","2026-05-28T14:45:47.000-03:00","20260528","2026-05-28T14:45:47.000-03:00","0","0","2","2","G02","c63103fc","docs(#259): remove seção 3.2.5 diagrama de atividades ou estados","docs(#259): remove seção 3.2.5 diagrama de atividades ou estados
"
"2","48","20260625","2026-06-25T15:10:05.000-03:00","20260625","2026-06-25T15:10:05.000-03:00","0","11","10","21","G02","c66e8771","feat(db): alinha migracao de vinculo com modelo atual #469","feat(db): alinha migracao de vinculo com modelo atual #469
"
"2","41","20260612","2026-06-12T19:39:46.000+00:00","20260612","2026-06-12T19:39:46.000+00:00","1","10992","2859","13851","G02","c66fb6f7","Merge branch 'feature/implementacao-gaps-demo' into 'main'","Merge branch 'feature/implementacao-gaps-demo' into 'main'

Feature(#357) implementacao gaps demo

Closes #357

See merge request graduacao/2026-1b/t28/g02!148"
"2","48","20260516","2026-05-16T00:29:39.000+00:00","20260516","2026-05-16T00:29:39.000+00:00","1","154","213","367","G02","c68cc066","Merge branch 'docs/166-adiciona-wireframes' into 'main'","Merge branch 'docs/166-adiciona-wireframes' into 'main'

docs(#166): adiciona wireframes

See merge request graduacao/2026-1b/t28/g02!60"
"2","47","20260521","2026-05-21T11:40:28.000-03:00","20260521","2026-05-21T11:40:28.000-03:00","0","1","1","2","G02","c6d8d291","fix: altera um número (#214)","fix: altera um número (#214)
"
"2","42","20260625","2026-06-25T23:19:08.000-03:00","20260625","2026-06-25T23:19:08.000-03:00","0","2","2","4","G02","c7689cec","docs(#489): atualiza seção 7 baseado em atualizações dos testes","docs(#489): atualiza seção 7 baseado em atualizações dos testes
"
"2","48","20260612","2026-06-12T11:12:55.000-03:00","20260612","2026-06-12T11:12:55.000-03:00","0","8","6","14","G02","c775d5e2","docs(wad): atualiza descricao do service na arquitetura em camadas #355","docs(wad): atualiza descricao do service na arquitetura em camadas #355
"
"2","85","20260427","2026-04-27T10:10:21.000-03:00","20260427","2026-04-27T10:10:21.000-03:00","0","2","0","2","G02","c7a812a0","docs(#31): insere texto da análise swot no WAD","docs(#31): insere texto da análise swot no WAD
"
"2","41","20260611","2026-06-11T15:12:02.000+00:00","20260611","2026-06-11T15:12:02.000+00:00","1","338","131","469","G02","c7ac837e","Merge branch 'feat/tela-05' into 'main'","Merge branch 'feat/tela-05' into 'main'

feat(#318): cria tela de diretorio de parceiros

See merge request graduacao/2026-1b/t28/g02!138"
"2","84","20250411","2025-04-11T15:18:03.000-03:00","20250411","2025-04-11T15:18:03.000-03:00","1","39","6","45","G02","c7b5dc06","Merge pull request #9 from [externo]/patch-4","Merge pull request #9 from [externo]/patch-4

Inserção das descrições da seção 6 - Negócios"
"2","41","20260524","2026-05-24T19:17:35.000-03:00","20260524","2026-05-24T19:17:35.000-03:00","0","6521","48","6569","G02","c7c05d07","docs(#222): adiciona introducao na secao 3.6.4","docs(#222): adiciona introducao na secao 3.6.4
"
"2","48","20260625","2026-06-25T15:19:28.000-03:00","20260625","2026-06-25T15:19:28.000-03:00","0","3","3","6","G02","c7f75723","feat(db): torna migracao de campos extras do parceiro idempotente #469","feat(db): torna migracao de campos extras do parceiro idempotente #469
"
"2","47","20260529","2026-05-29T17:04:45.000-03:00","20260529","2026-05-29T17:04:45.000-03:00","0","3","2","5","G02","c83e84f6","feat(#270): adiciona descrição de aplicação para cada cor da paleta","feat(#270): adiciona descrição de aplicação para cada cor da paleta
"
"2","41","20260612","2026-06-12T22:59:35.000-03:00","20260612","2026-06-12T22:59:35.000-03:00","0","5","9","14","G02","c85f97d5","docs(wad): atualização da descrição do diagrama 08(#373)","docs(wad): atualização da descrição do diagrama 08(#373)
"
"2","41","20260612","2026-06-12T14:09:17.000-03:00","20260612","2026-06-12T14:09:17.000-03:00","0","3","0","3","G02","c951cfb1","docs(wad): adiciona secao de codigos de status retornados na secao 3.7(#358)","docs(wad): adiciona secao de codigos de status retornados na secao 3.7(#358)
"
"2","44","20260615","2026-06-15T21:29:54.000-03:00","20260615","2026-06-15T21:29:54.000-03:00","0","1","1","2","G02","c9636bec","fix: remove string secret de fallback do codigo-fonte (Issue #381)","fix: remove string secret de fallback do codigo-fonte (Issue #381)
"
"2","43","20260528","2026-05-28T14:11:55.000-03:00","20260528","2026-05-28T14:12:33.000-03:00","0","6780","12473","19253","G02","c9b021cd","refactor(backend): reestrutura completa do backend seguindo template MVC g04-atvos","refactor(backend): reestrutura completa do backend seguindo template MVC g04-atvos

- Cria src/database/ com connection.ts, migrate.ts, seed.ts e 8 migrations numeradas
  (01_extensions → 08_log_auditoria) substituindo o único migrate.sql monolítico
- Cria src/middleware/ (singular) com auth.middleware.ts e errorHandler.ts
  removendo src/middlewares/ (plural)
- Cria src/index.ts como entry point único (combina app.ts + server.ts),
  servidor só inicia fora do contexto de testes (NODE_ENV !== 'test')
- Renomeia arquivos para convenção kebab-case consistente:
  usuarioController.ts → usuario.controller.ts
  usuarioRepository.ts → usuario.repository.ts
  usuarioService.ts    → usuario.service.ts
- Move src/controllers/usuarioController.spec.ts →
  src/tests/controllers/usuario.controller.spec.ts

- Remove 17 arquivos duplicados/conflitantes: ParceiroController.ts,
  ParceiroService.ts, ParceiroRepository.ts, AuditoriaRepository.ts,
  InteracaoRepository.ts, NotificationService.ts, InteracaoService.ts,
  parceiroRoutes.ts, usuarioRoutes.ts, importacao.routes.ts,
  parceiro.models.ts, Interacao.ts, database/connection.ts (old path),
  src/package.json, src/tsconfig.json, src/jest.config.js,
  services/email/EmailService.ts
- Remove src/package-lock.json (arquivo no diretório errado)
- Remove src/config/database.test.ts (continha credenciais hardcoded em histórico)

- ""dev"": ""tsx watch src/index.ts"" (era src/server.ts)
- ""start"": ""node dist/index.js""
- ""migrate"": ""tsx src/database/migrate.ts"" (era src/migrations/migrate.ts)
- Adiciona script ""seed"": ""tsx src/database/seed.ts""

- config/database → database/connection em todos os repositórios/services
- middlewares/ → middleware/ em todas as routes
- usuarioController → usuario.controller na rota de usuários
- ../app → ../index em todos os arquivos de teste

Co-Authored-By: Claude Sonnet 4.6 <[email]>
"
"2","44","20260519","2026-05-19T13:36:55.000-03:00","20260519","2026-05-19T13:36:55.000-03:00","0","29","18","47","G02","c9c6b8d8","docs(#183):atualiza preenchimento-estrutura-e-licençaREADME","docs(#183):atualiza preenchimento-estrutura-e-licençaREADME
"
"2","85","20260519","2026-05-19T15:21:51.000-03:00","20260519","2026-05-19T15:21:51.000-03:00","0","821","218","1039","G02","c9d44ee4","feat(#194): add database connection pool, winston logger singleton, and migration runner","feat(#194): add database connection pool, winston logger singleton, and migration runner

- Create global pg pool in src/config/database.ts
- Add Logger singleton class with winston in src/config/logger.ts
- Implement migrate.ts to run migrate.sql within a transaction
- Initialize package.json, tsconfig.json, and AGENTS.md
- Remove duplicate migration.sql from repo root
"
"2","43","20260423","2026-04-23T15:29:43.000-03:00","20260423","2026-04-23T15:29:43.000-03:00","0","3","5","8","G02","ca0a95e9","docs(#1): Introdução com base no TAPI","docs(#1): Introdução com base no TAPI
"
"2","48","20260612","2026-06-12T15:51:52.000-03:00","20260612","2026-06-12T15:51:52.000-03:00","0","0","0","0","G02","ca0df409","docs(wad): atualiza diagrama de classes arquitetural #360","docs(wad): atualiza diagrama de classes arquitetural #360
"
"2","41","20260521","2026-05-21T10:28:43.000-03:00","20260521","2026-05-21T10:28:43.000-03:00","0","1003","36","1039","G02","ca19c789","docs(#211): criando esqueleto do repositório e os testes do diagrama 01 - cadastrar parceiro","docs(#211): criando esqueleto do repositório e os testes do diagrama 01 - cadastrar parceiro
"
"2","41","20260612","2026-06-12T22:56:29.000-03:00","20260612","2026-06-12T22:56:29.000-03:00","0","5","5","10","G02","ca19dbe6","docs(wad): atualização da descrição do diagrama 05(#373)","docs(wad): atualização da descrição do diagrama 05(#373)
"
"2","44","20260611","2026-06-11T23:55:27.000-03:00","20260611","2026-06-11T23:55:27.000-03:00","0","80","32","112","G02","ca86fedb","feat(#320): integra modal de interacoes e tela de perfil ao backend","feat(#320): integra modal de interacoes e tela de perfil ao backend

Substitui mocks renderizados da tela de perfil por integracao via fetch consumindo a api /parceiros/:id/interacoes
"
"2","84","20230602","2023-06-02T09:44:43.000-03:00","20230602","2023-06-02T09:44:43.000-03:00","0","0","0","0","G02","cb10fc5f","Delete grafico.png","Delete grafico.png"
"2","44","20260615","2026-06-15T18:34:13.000-03:00","20260615","2026-06-15T18:34:13.000-03:00","0","216","217","433","G02","cb6c7649","fix: extrai script inline para solicitacoes.js e resolve erro 404 (#375)","fix: extrai script inline para solicitacoes.js e resolve erro 404 (#375)
"
"2","48","20260623","2026-06-23T19:14:20.000-03:00","20260623","2026-06-23T19:14:20.000-03:00","0","5","5","10","G02","cba78965","docs(wad): corrige nomenclatura do curso de administracao nos testes de guerrilha (5.2.1) #425","docs(wad): corrige nomenclatura do curso de administracao nos testes de guerrilha (5.2.1) #425
"
"2","48","20260612","2026-06-12T23:08:13.000-03:00","20260612","2026-06-12T23:08:13.000-03:00","0","21","1","22","G02","cbb9ea6c","docs(wad): atualiza modelo relacional conforme codigo atual do G01-A26 #372","docs(wad): atualiza modelo relacional conforme codigo atual do G01-A26 #372
"
"2","48","20260515","2026-05-15T18:52:03.000-03:00","20260515","2026-05-15T18:52:03.000-03:00","0","198","0","198","G02","cbfebed4","docs(#101): adiciona modelo fisico completo","docs(#101): adiciona modelo fisico completo
"
"2","45","20260609","2026-06-09T15:33:22.000-03:00","20260609","2026-06-09T15:33:22.000-03:00","0","4","0","4","G02","cc05a8a4","docs: adiciona introducao a secao 5.1 #331","docs: adiciona introducao a secao 5.1 #331
"
"2","45","20260611","2026-06-11T12:25:34.000-03:00","20260611","2026-06-11T12:25:34.000-03:00","0","17","0","17","G02","cc2eb83e","feat(#329): adiciona os atalhos de navegacao e a responsividade a tela de boas-vindas","feat(#329): adiciona os atalhos de navegacao e a responsividade a tela de boas-vindas
"
"2","85","20230425","2023-04-25T12:17:50.000-03:00","20230425","2023-04-25T12:17:50.000-03:00","0","0","0","0","G02","ccaea7ce","Add files via upload","Add files via upload"
"2","43","20260623","2026-06-23T19:08:22.000+00:00","20260623","2026-06-23T19:08:22.000+00:00","1","768","29","797","G02","cd2d8082","Merge branch 'feat/seletor-usinas' into 'main'","Merge branch 'feat/seletor-usinas' into 'main'

Merge branch 'main' into feat/seletor-usinas

See merge request graduacao/2026-1b/t28/g02!176"
"2","84","20250401","2025-04-01T15:07:59.000-03:00","20250401","2025-04-01T15:07:59.000-03:00","0","1","1","2","G02","cd497ca1","Altera Sprint da Arquitetura para 3.","Altera Sprint da Arquitetura para 3."
"2","48","20260624","2026-06-24T18:42:01.000-03:00","20260624","2026-06-24T18:42:01.000-03:00","0","1","1","2","G02","ce254603","docs(wad): corrige caminho de diretorio de testes de src/services/__tests__ para src/tests #444","docs(wad): corrige caminho de diretorio de testes de src/services/__tests__ para src/tests #444
"
"2","44","20260615","2026-06-15T20:29:32.000-03:00","20260615","2026-06-15T20:29:32.000-03:00","0","33","6","39","G02","ce4e0066","feat: adicionar views e fluxos da persona Coordenador (Issue #384)","feat: adicionar views e fluxos da persona Coordenador (Issue #384)
"
"2","43","20260625","2026-06-25T15:03:46.000-03:00","20260625","2026-06-25T15:03:46.000-03:00","0","2","2","4","G02","ce4ecd6d","fix(#456): corrige anel de foco e realce verdes nos formularios","fix(#456): corrige anel de foco e realce verdes nos formularios

Troca rgba(173,202,80,...) (verde #adca50) por rgba(63,91,96,...) (Azul
Atvos) no foco de inputs/selects/textarea e no hover do botao de upload.

"
"2","43","20260622","2026-06-22T18:45:54.000+00:00","20260622","2026-06-22T18:45:54.000+00:00","1","276","27","303","G02","cec7e6b7","Merge branch 'feat/aprovacao-cadastro-parceiro' into 'main'","Merge branch 'feat/aprovacao-cadastro-parceiro' into 'main'

Feat/aprovacao cadastro parceiro

See merge request graduacao/2026-1b/t28/g02!170"
"2","48","20260514","2026-05-14T16:52:18.000-03:00","20260514","2026-05-14T16:52:18.000-03:00","0","0","0","0","G02","cee6d66f","docs(#168): altera modelo relacional","docs(#168): altera modelo relacional
"
"2","42","20260506","2026-05-06T15:01:53.000-03:00","20260506","2026-05-06T15:01:53.000-03:00","0","3","3","6","G02","cf1f70ee","docs(#117): remove recuo dos paragrafos de personas (2.2)","docs(#117): remove recuo dos paragrafos de personas (2.2)
"
"2","47","20260501","2026-05-01T15:00:38.000-03:00","20260501","2026-05-01T15:00:38.000-03:00","0","4","2","6","G02","cf6b8aa1","docs(#60): ajusta proposta de valor","docs(#60): ajusta proposta de valor
"
"2","41","20260625","2026-06-25T19:50:35.000-03:00","20260625","2026-06-25T19:50:35.000-03:00","0","6","0","6","G02","cff0db8a","docs(wad): adiciona link da planilha de testes (#478)","docs(wad): adiciona link da planilha de testes (#478)
"
"2","85","20260428","2026-04-28T19:19:35.000-03:00","20260428","2026-04-28T19:19:35.000-03:00","1","54","42","96","G02","d069e4e2","docs(#46): adiciona introdução da seção 3.1.2 do WAD, muda o nome dos arquivos do WAD","docs(#46): adiciona introdução da seção 3.1.2 do WAD, muda o nome dos arquivos do WAD
"
"2","44","20260505","2026-05-05T23:19:41.000+00:00","20260505","2026-05-05T23:19:41.000+00:00","1","70","79","149","G02","d0823384","Merge branch 'main' into 'docs/use-cases-e-personas'","Merge branch 'main' into 'docs/use-cases-e-personas'

# Conflicts:
#   documentos/wad.md"
"2","41","20260525","2026-05-25T17:44:28.000+00:00","20260525","2026-05-25T17:44:28.000+00:00","1","190","5","195","G02","d0f1e689","Merge branch 'docs/arquitetura-em-camadas' into 'main'","Merge branch 'docs/arquitetura-em-camadas' into 'main'

docs(#181):Adiciona conteudo de arquiteturas de camadas na seção 3.2.1

See merge request graduacao/2026-1b/t28/g02!66"
"2","48","20260623","2026-06-23T18:43:25.000+00:00","20260623","2026-06-23T18:43:25.000+00:00","1","52","37","89","G02","d12c7b79","Merge branch 'refactor/qualidade-de-codigo' into 'main'","Merge branch 'refactor/qualidade-de-codigo' into 'main'

Refactor: Aplica tipagem estrita nos Repositories e padroniza nomenclatura (#395, #396)

Closes #395 and #396

See merge request graduacao/2026-1b/t28/g02!168"
"2","41","20260529","2026-05-29T14:54:41.000+00:00","20260529","2026-05-29T14:54:41.000+00:00","1","105","1","106","G02","d1d01fff","Merge branch 'docs/adicionando-secao-3.5' into 'main'","Merge branch 'docs/adicionando-secao-3.5' into 'main'

Docs/adicionando secao 3.5 (#266 #265 #264)

Closes #266, #265, and #264

See merge request graduacao/2026-1b/t28/g02!97"
"2","41","20260515","2026-05-15T19:06:17.000+00:00","20260515","2026-05-15T19:06:17.000+00:00","1","866","901","1767","G02","d1e184f0","Merge branch 'main' into 'docs/adiciona-diagrama-sequencia-uml'","Merge branch 'main' into 'docs/adiciona-diagrama-sequencia-uml'

# Conflicts:
#   documentos/wad.md"
"2","85","20260428","2026-04-28T15:58:24.000-03:00","20260428","2026-04-28T15:58:24.000-03:00","0","8","2","10","G02","d1e46f4e","docs(#46): insere RNs com a devida descrição","docs(#46): insere RNs com a devida descrição
"
"2","47","20260625","2026-06-25T21:11:21.000-03:00","20260625","2026-06-25T21:11:21.000-03:00","0","1","2","3","G02","d1f572f1","docs(#484): remove link duplicado e corrige persona de aprovacao no wad","docs(#484): remove link duplicado e corrige persona de aprovacao no wad
"
"2","44","20260505","2026-05-05T23:20:55.000+00:00","20260505","2026-05-05T23:20:55.000+00:00","1","4","3","7","G02","d2b618e0","Merge branch 'docs/use-cases-e-personas' into 'main'","Merge branch 'docs/use-cases-e-personas' into 'main'

docs(#105): atualiza use cases e personas

See merge request graduacao/2026-1b/t28/g02!33"
"2","44","20260529","2026-05-29T08:43:01.000-03:00","20260529","2026-05-29T08:43:01.000-03:00","1","448","22","470","G02","d32bc58c","Merge branch 'feat/refatoracao-sprint3-mvc' into 'main'","Merge branch 'feat/refatoracao-sprint3-mvc' into 'main'

code(#258): feat implementa POST /parceiros/:id/interacoes (RF007)

See merge request graduacao/2026-1b/t28/g02!94"
"2","45","20260521","2026-05-21T19:33:55.000-03:00","20260521","2026-05-21T19:33:55.000-03:00","0","17","1","18","G02","d33dd312","docs: adiciona logica proposicional da consulta de parceiros","docs: adiciona logica proposicional da consulta de parceiros
"
"2","47","20260429","2026-04-29T18:29:13.000+00:00","20260429","2026-04-29T18:29:13.000+00:00","1","157","12","169","G02","d34e0226","Merge branch 'docs/userstorie02' into 'main'","Merge branch 'docs/userstorie02' into 'main'

docs (#45): adiciona user stories Camila

See merge request graduacao/2026-1b/t28/g02!17"
