"sk_grupo","sk_autor","sk_fechado_por","sk_sprint","sk_data_criacao","criado_em","sk_data_atualizacao","atualizado_em","sk_data_fechamento","fechado_em","sk_data_prazo","prazo_em","cartao_numero","titulo","descricao","situacao","peso","comentarios","tempo_estimado_s","tempo_gasto_s","responsaveis_ids","rotulos","grupo"
"2","44","41","10","20260626","2026-06-26T00:48:10.256Z","20260626","2026-06-26T02:21:37.769Z","20260626","2026-06-26T02:21:37.632Z","-1","","487","|CHORE| Revisar todo o repositório","### **🛠️ O que mudou?**

* Movimentação em massa de todos os arquivos de configuração e inicialização de Node.js da raiz do repositório para o interior da pasta `/src`.
* Correção de caminhos absolutos e relativos (`rootDir`, `outDir` e `testMatch`) dentro do `tsconfig.json` e `jest.config.js`.
* Correção dos scripts de ""dev"", ""build"" e ""test"" no `package.json`.

### **🎯 Por quê?**

* **Restrição Estrita do PMO:** O template obrigatório exige que a raiz contenha estritamente o `README`, `.gitignore`, `.gitattributes` e as pastas de módulo. Qualquer arquivo `.js`, `.ts` ou `.json` solto na raiz estava desclassificando o G01-A26 na validação de estrutura.

### **🧪 Como testar?**

1. Faça o checkout desta branch.
2. Apague a sua pasta `node_modules` antiga (que ainda está solta na raiz).
3. Pelo terminal, entre na nova pasta do backend: `cd src`
4. Instale as dependências nela: `npm install`
5. Rode a aplicação com `npm run dev` e os testes com `npm run test` e garanta que nada quebrou.","closed","","0","0","0","G02-A15","CODE;DEPLOY;SIZE_G","G02"
"2","48","44","10","20260626","2026-06-26T01:08:47.307Z","20260626","2026-06-26T02:22:00.367Z","20260626","2026-06-26T02:21:59.929Z","-1","","488","|DOCS| Corrigir inconsistências do WAD e atualizar seção 3.8","### Contexto e objetivo

Revisar e corrigir inconsistências identificadas na documentação do WAD, além de preencher as subseções 3.8.1 a 3.8.4 conforme a implementação atual do sistema. O objetivo é garantir a consistência, completude e alinhamento da documentação com o código-fonte e os demais artefatos do G01-A26.

### Atividades

* Revisar inconsistências identificadas no WAD;
* Corrigir problemas de formatação, nomenclatura e referências;
* Revisar a estrutura da seção 3.8;
* Preencher a subseção 3.8.1;
* Preencher a subseção 3.8.2;
* Preencher a subseção 3.8.3;
* Preencher a subseção 3.8.4;
* Validar a consistência entre a documentação e a implementação atual;
* Revisar o conteúdo antes da entrega.

### Definition of Ready (DoR)

* Versão atual do WAD disponível;
* Código-fonte atualizado para consulta;
* Requisitos da seção 3.8 definidos;
* Lista de inconsistências identificadas.

### Definition of Done (DoD)

* Inconsistências do WAD corrigidas;
* Subseção 3.8.1 preenchida;
* Subseção 3.8.2 preenchida;
* Subseção 3.8.3 preenchida;
* Subseção 3.8.4 preenchida;
* Conteúdo validado conforme a implementação atual;
* Documentação revisada pela equipe;","closed","","0","0","0","G02-A19","ART. 16;DOCUMENTATION;SIZE_P","G02"
"2","42","44","10","20260626","2026-06-26T01:51:07.954Z","20260626","2026-06-26T02:28:50.019Z","20260626","2026-06-26T02:28:49.965Z","-1","","489","|WAD| Atualiza seção 7 baseado em atualizações dos testes","","closed","","0","0","0","G02-A13","ART. 16;DOCUMENTATION;SIZE_P;Waiting Review","G02"
"2","44","41","10","20260626","2026-06-26T02:06:41.553Z","20260626","2026-06-26T02:21:39.452Z","20260626","2026-06-26T02:21:39.283Z","-1","","490","|CHORE| Inclusão do package-lock.json na pasta src para versionamento determinístico","Após a reestruturação dos arquivos para adequação da raiz do repositório exigida pelo PMO, o arquivo `package-lock.json` foi descartado. Esta tarefa visa recriá-lo diretamente dentro do diretório de código-fonte (`src/`), assegurando a consistência e o travamento das dependências.

**Motivação / Valor Agregado:** Garantir o **build determinístico** do sistema. A ausência do arquivo de _lock_ faz com que comandos de instalação baixem dependências instáveis se forem atualizadas silenciosamente por terceiros. A presença dele previne crashes inesperados no ambiente de avaliação do professor.

**DoR (Definition of Ready):**

* A necessidade técnica para o travamento de versões (build determinístico) deve estar compreendida.
* O ambiente do repositório deve estar limpo e preparado na branch origin/main.
* Acesso de commit/push liberado para criação de nova branch a partir da main.

**DoD (Definition of Done):**

*  O arquivo `package-lock.json` recém-gerado pelo `npm install` deve [externo] adicionado ao versionamento dentro do diretório `src/`.
  * [ ]  O arquivo `.gitignore` de `src/` (se existir) não deve ignorar o `.json` gerado.
  * [ ]  O sistema deve subir e estabilizar normalmente via `npm run dev` após a mudança.
  * [ ]  O Merge Request (MR) associado à branch `chore/add-package-lock` deve [externo] aberto, revisado e mergeado com sucesso na branch `main`.","closed","","0","0","0","G02-A15","CODE;SIZE_PP","G02"
"2","48","41","10","20260626","2026-06-26T02:26:23.440Z","20260626","2026-06-26T02:56:26.265Z","20260626","2026-06-26T02:56:26.094Z","-1","","491","|DOCS| Corrigir documentação do WAD conforme revisão WEB","### Contexto e objetivo

Revisar e corrigir a documentação do WAD com base nos apontamentos realizados durante a revisão WEB. O objetivo é adequar o documento aos critérios de qualidade estabelecidos, corrigindo inconsistências, ajustando conteúdos desatualizados e garantindo alinhamento entre a documentação e a implementação atual do sistema.

### Atividades

* Analisar os apontamentos da revisão WEB;
* Identificar os trechos do WAD que necessitam de correção;
* Corrigir inconsistências de conteúdo, nomenclatura e formatação;
* Atualizar informações desatualizadas conforme a implementação atual;
* Revisar referências internas e elementos de rastreabilidade;
* Validar a consistência geral da documentação;
* Revisar o WAD antes da submissão.

### Definition of Ready (DoR)

* Feedback da revisão WEB disponível;
* WAD disponível para edição;
* Código-fonte atualizado para consulta;
* Pontos de correção identificados.

### Definition of Done (DoD)

* Todos os apontamentos da revisão WEB analisados;
* Correções aplicadas ao WAD;
* Inconsistências de documentação resolvidas;
* Conteúdo alinhado com a implementação atual;
* Referências e formatação revisadas;
* Documentação validada pela equipe;","closed","","0","0","0","G02-A19","ART. 18;DOCUMENTATION;SIZE_P","G02"
"2","43","45","10","20260626","2026-06-26T12:06:29.148Z","20260714","2026-07-14T16:04:15.497Z","20260714","2026-07-14T16:04:15.492Z","-1","","492","|CODE| Conectando o front com o back","","closed","","0","0","0","G02-A14","ART. 14;CODE;SIZE_G","G02"
"3","71","70","11","20260422","2026-04-22T18:25:09.315Z","20260430","2026-04-30T11:47:38.320Z","20260430","2026-04-30T11:47:38.195Z","-1","","1","|WAD| Definir metodologia e critérios de avaliação de riscos","Estabelecer a régua de avaliação quantitativa para o G01-A26, definindo os valores e métricas para probabilidade, impacto e a fórmula de cálculo do nível de risco.","closed","","1","0","0","G03-A15","ART.1;DOCUMENTATION;size_P","G03"
"3","71","70","11","20260422","2026-04-22T18:31:07.499Z","20260430","2026-04-30T11:47:39.242Z","20260430","2026-04-30T11:47:39.124Z","-1","","2","|WAD| Realizar levantamento e classificação prévia dos riscos","Levantar ameaças e oportunidades do G01-A26 e aplicar a metodologia definida para documentar a probabilidade, o impacto e o nível de cada risco mapeado.","closed","","0","0","0","G03-A15","ART.1;DOCUMENTATION;size_M","G03"
"3","71","70","11","20260422","2026-04-22T18:32:14.061Z","20260430","2026-04-30T11:47:40.246Z","20260430","2026-04-30T11:47:40.135Z","-1","","3","|WAD| Construir planos de ação mitigadora","Elaborar as ações preventivas e reativas para a matriz, focando no detalhamento das respostas para os riscos classificados com nível médio e alto.","closed","","0","0","0","G03-A15","ART.1;DOCUMENTATION;size_M","G03"
"3","71","70","11","20260422","2026-04-22T18:33:17.022Z","20260430","2026-04-30T11:47:37.431Z","20260430","2026-04-30T11:47:37.171Z","-1","","4","|WAD| Validar matriz de riscos preliminar com o grupo","Apresentar os riscos, níveis e ações mitigadoras levantadas para a equipe, debater as pontuações e coletar possíveis novos cenários não mapeados inicialmente.","closed","","0","0","0","G03-A15","ART.1;DOCUMENTATION;size_P","G03"
"3","71","70","11","20260422","2026-04-22T18:40:09.649Z","20260430","2026-04-30T11:47:41.325Z","20260430","2026-04-30T11:47:41.147Z","-1","","5","|WAD| Consolidar matriz final e atribuir responsáveis","Atualizar o WAD final com os apontamentos da equipe, definir nominalmente os responsáveis por monitorar cada risco e fechar a documentação oficial.","closed","","0","0","0","G03-A15","ART.1;DOCUMENTATION;size_P","G03"
"3","70","74","11","20260423","2026-04-23T17:39:46.625Z","20260428","2026-04-28T12:03:28.696Z","20260428","2026-04-28T12:03:28.575Z","-1","","6","Fazer análise SWOT - Forças","","closed","","0","0","0","G03-A14","ART.1;DOCUMENTATION;size_P","G03"
"3","70","74","11","20260423","2026-04-23T17:41:01.153Z","20260428","2026-04-28T12:03:32.050Z","20260428","2026-04-28T12:03:31.936Z","-1","","7","Fazer análise SWOT - Fraquezas","","closed","","0","0","0","G03-A14","ART.1;DOCUMENTATION;size_P","G03"
"3","70","74","11","20260423","2026-04-23T17:41:46.319Z","20260428","2026-04-28T12:03:29.927Z","20260428","2026-04-28T12:03:29.793Z","-1","","8","Fazer análise SWOT - Oportunidades","","closed","","0","0","0","G03-A14","ART.1;DOCUMENTATION;size_P","G03"
"3","70","74","11","20260423","2026-04-23T17:42:59.303Z","20260428","2026-04-28T12:03:30.853Z","20260428","2026-04-28T12:03:30.739Z","-1","","9","Fazer análise SWOT - Ameaças","","closed","","0","0","0","G03-A14","ART.1;DOCUMENTATION;size_P","G03"
"3","68","68","11","20260423","2026-04-23T17:45:59.257Z","20260427","2026-04-27T13:13:59.923Z","20260423","2026-04-23T18:18:41.698Z","-1","","10","Redigir perfil da Persona 1","","closed","","2","0","0","G03-A12","ART.2;DOCUMENTATION;Waiting Review;size_P","G03"
"3","68","74","11","20260423","2026-04-23T17:50:23.420Z","20260430","2026-04-30T17:12:41.985Z","20260430","2026-04-30T17:12:41.878Z","-1","","11","Redigir perfil da Persona 2","","closed","","1","0","0","G03-A12","ART.2;DOCUMENTATION;size_P","G03"
"3","68","74","11","20260423","2026-04-23T17:51:41.182Z","20260430","2026-04-30T17:12:49.324Z","20260430","2026-04-30T17:12:49.145Z","-1","","12","|WAD| Redigir Perfil da Persona 3","","closed","","1","0","0","G03-A12","ART.2;DOCUMENTATION;size_P","G03"
"3","68","74","11","20260423","2026-04-23T17:54:54.494Z","20260430","2026-04-30T17:12:40.350Z","20260430","2026-04-30T17:12:40.225Z","-1","","13","|WAD| Consolidar Fichas das Personas","","closed","","1","0","0","G03-A12","ART.2;DOCUMENTATION;size_M","G03"
"3","75","69","11","20260423","2026-04-23T18:03:42.813Z","20260430","2026-04-30T01:29:12.620Z","20260430","2026-04-30T01:29:12.510Z","-1","","14","5 Forças de Porter - Ameaça de novos entrantes","","closed","","0","0","0","G03-A19","ART.1;DOCUMENTATION;size_P","G03"
"3","75","69","11","20260423","2026-04-23T18:05:26.934Z","20260430","2026-04-30T01:29:05.744Z","20260430","2026-04-30T01:29:05.487Z","-1","","15","5 Forças de Porter - Poder de barganha dos clientes","","closed","","0","0","0","G03-A19","ART.1;DOCUMENTATION;size_P","G03"
"3","75","69","11","20260423","2026-04-23T18:06:22.032Z","20260430","2026-04-30T01:29:04.051Z","20260430","2026-04-30T01:29:03.921Z","-1","","16","5 Forças de Porter - Ameaça de produtos substitutos","","closed","","0","0","0","G03-A19","ART.1;DOCUMENTATION;size_P","G03"
"3","75","69","11","20260423","2026-04-23T18:07:09.313Z","20260430","2026-04-30T01:29:14.631Z","20260430","2026-04-30T01:29:14.521Z","-1","","17","5 Forças de Porter - Rivalidade entre concorrentes","","closed","","0","0","0","G03-A19","ART.1;DOCUMENTATION;size_P","G03"
"3","70","-1","11","20260427","2026-04-27T13:09:18.245Z","20260427","2026-04-27T13:11:21.766Z","-1","","-1","","18","Criação de User Personas","","opened","","0","0","0","","DESIGN;size_G","G03"
"3","70","-1","-1","20260427","2026-04-27T13:10:19.580Z","20260427","2026-04-27T13:10:19.580Z","-1","","-1","","19","User Personas - [externo]","","opened","","0","0","0","","","G03"
"3","70","-1","-1","20260427","2026-04-27T13:10:31.955Z","20260427","2026-04-27T13:10:31.955Z","-1","","-1","","20","User Personas - [externo]","","opened","","0","0","0","","","G03"
"3","71","71","11","20260427","2026-04-27T13:11:45.541Z","20260427","2026-04-27T19:42:33.979Z","20260427","2026-04-27T19:42:33.973Z","-1","","21","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","closed","","0","0","0","G03-A15","ART.1;ART.2;ART.3;size_G","G03"
"3","71","74","11","20260427","2026-04-27T13:11:53.845Z","20260427","2026-04-27T20:03:07.375Z","20260427","2026-04-27T20:03:07.255Z","-1","","22","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","closed","","0","0","0","G03-A18","ART.1;ART.2;ART.3;size_G","G03"
"3","71","68","11","20260427","2026-04-27T13:12:07.793Z","20260427","2026-04-27T19:48:55.505Z","20260427","2026-04-27T19:48:55.385Z","-1","","23","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","closed","","0","0","0","G03-A12","ART.1;ART.2;ART.3;size_G","G03"
"3","71","71","11","20260427","2026-04-27T13:14:22.722Z","20260428","2026-04-28T13:13:26.624Z","20260428","2026-04-28T13:07:20.587Z","-1","","24","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","closed","","0","0","0","G03-A19","ART.1;ART.2;ART.3;size_G","G03"
"3","71","71","11","20260427","2026-04-27T13:14:44.282Z","20260428","2026-04-28T13:07:23.466Z","20260428","2026-04-28T13:07:23.365Z","-1","","25","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","closed","","0","0","0","G03-A14","ART.1;ART.2;ART.3;size_G","G03"
"3","72","71","11","20260427","2026-04-27T13:15:02.947Z","20260428","2026-04-28T13:07:24.867Z","20260428","2026-04-28T13:07:24.862Z","-1","","26","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","closed","","0","0","0","G03-A16","ART.1;ART.2;ART.3;size_G","G03"
"3","71","-1","11","20260427","2026-04-27T13:15:11.866Z","20260427","2026-04-27T13:15:11.866Z","-1","","-1","","27","|G01-A26| Brainstorm de grupo","Brainstorm para definir a primeira persona e alinhar o G01-A26","opened","","0","0","0","G03-A13","ART.1;ART.2;ART.3;size_G","G03"
"3","71","70","11","20260428","2026-04-28T12:53:49.912Z","20260501","2026-05-01T01:15:24.256Z","20260501","2026-05-01T01:15:24.120Z","-1","","29","|WAD| Elaborar Requisitos Não Funcionais (RNF) - ISO/IEC 25010","Mapear os RNFs cobrindo os 8 eixos da ISO 25010 (USAB, CONF, DES, SUP, SEG, CAP, REST, ORG). Definir métricas/limites verificáveis, explicar a derivação com o contexto do parceiro e justificar explicitamente caso algum eixo seja omitido.","closed","","0","0","0","G03-A15","ART.3;DOCUMENTATION;size_M","G03"
"3","71","68","11","20260428","2026-04-28T12:54:44.569Z","20260430","2026-04-30T02:54:25.040Z","20260430","2026-04-30T02:54:24.918Z","-1","","30","|WAD| Documentar Requisitos Funcionais (RF) e Contexto Inicial","Inserir o minimundo e os atores do sistema no documento (WAD). Em seguida, levantar, redigir e ordenar os Requisitos Funcionais de forma objetiva e verificável (ex: RF001, RF002...). A priorização deve refletir os fluxos centrais.","closed","","0","0","0","G03-A15","ART.3;DOCUMENTATION;size_M","G03"
"3","69","71","11","20260428","2026-04-28T13:06:18.598Z","20260430","2026-04-30T01:06:52.472Z","20260430","2026-04-30T01:06:52.327Z","-1","","31","Proposta de valor Canvas","","closed","","0","0","0","G03-A13","DESIGN;size_P","G03"
"3","72","71","11","20260428","2026-04-28T13:11:35.703Z","20260429","2026-04-29T19:03:11.568Z","20260429","2026-04-29T19:03:11.443Z","-1","","32","|WAD| Fazer seção 1","","closed","","0","0","0","G03-A16","ART.1;DOCUMENTATION;size_P","G03"
"3","74","72","11","20260428","2026-04-28T13:16:22.943Z","20260430","2026-04-30T01:40:26.509Z","20260430","2026-04-30T01:40:26.397Z","-1","","35","|WAD| Estruturar Regras de Negócio (RN) associadas aos RFs","Escrever as Regras de Negócio numeradas (RN01, RN02...) com linguagem clara, implementável e orientada a testes. Garantir e documentar a correspondência explícita de cada RN com o seu respectivo RF.","closed","","0","0","0","G03-A18","ART.3;DOCUMENTATION;size_M","G03"
"3","68","74","11","20260428","2026-04-28T13:17:05.034Z","20260501","2026-05-01T16:20:34.253Z","20260501","2026-05-01T16:20:34.125Z","-1","","36","|WAD| Elaborar User Story da persona Gerente","inserir, novos use story para a persona gerente","closed","","0","0","0","G03-A12","ART.3;DOCUMENTATION;size_G","G03"
"3","68","70","11","20260428","2026-04-28T13:18:09.071Z","20260626","2026-06-26T12:50:45.479Z","20260626","2026-06-26T12:50:45.392Z","-1","","37","|WAD| Documentar Requisitos Funcionais (RF) e Contexto Inicial","Inserir o minimundo e os atores do sistema no documento (WAD). Em seguida, levantar, redigir e ordenar os Requisitos Funcionais de forma objetiva e verificável (ex: RF001, RF002...). A priorização deve refletir os fluxos centrais.","closed","","0","0","0","G03-A14","ART.3;DOCUMENTATION;size_M","G03"
"3","74","68","11","20260428","2026-04-28T13:19:28.353Z","20260501","2026-05-01T23:37:06.380Z","20260501","2026-05-01T23:37:06.258Z","-1","","38","|WAD| Construir Matriz de Rastreabilidade e Critérios de Aceite","Preencher a matriz conectando RF → RN → Endpoint para os fluxos priorizados. Redigir os critérios de aceite técnicos e garantir sincronia total com as listagens anteriores.","closed","","0","0","0","G03-A18","ART.3;DOCUMENTATION;size_M","G03"
"3","70","70","11","20260428","2026-04-28T14:10:46.353Z","20260429","2026-04-29T18:26:35.771Z","20260429","2026-04-29T18:26:35.351Z","-1","","39","|WAD| User Stories - Coordenador","","closed","","0","0","0","G03-A14","ART.2;DOCUMENTATION;size_M","G03"
"3","70","70","11","20260428","2026-04-28T14:11:30.429Z","20260626","2026-06-26T12:50:29.042Z","20260626","2026-06-26T12:50:29.037Z","-1","","40","|WAD| User Stories - Gerente","","closed","","0","0","0","G03-A14","ART.2;DOCUMENTATION;size_M","G03"
"3","70","74","11","20260428","2026-04-28T14:12:12.809Z","20260430","2026-04-30T21:05:56.660Z","20260430","2026-04-30T21:05:56.538Z","-1","","41","|WAD| Reescrever personas","alinhas personas com base nas informações coletadas na sprint review","closed","","0","0","0","G03-A12","ART.2;DOCUMENTATION;size_M","G03"
"3","68","-1","11","20260428","2026-04-28T17:21:54.797Z","20260428","2026-04-28T17:23:00.885Z","-1","","-1","","42","|WAD| Criar User story da persona 1","criar todos os user story da persona 1 coerente com o G01-A26.","opened","","0","0","0","","ART.2;DOCUMENTATION;size_M","G03"
"3","68","70","11","20260428","2026-04-28T17:23:12.341Z","20260429","2026-04-29T17:37:17.472Z","20260429","2026-04-29T17:37:17.261Z","-1","","43","|WAD| Criar User story da persona embaixador","criar todos os user story da persona embaixador coerente com o G01-A26.","closed","","0","0","0","G03-A12","ART.2;DOCUMENTATION;size_M","G03"
"3","72","71","11","20260429","2026-04-29T17:19:24.348Z","20260430","2026-04-30T01:21:42.772Z","20260430","2026-04-30T01:21:42.656Z","-1","","44","|G01-A26| montar aprsentação da sprint","","closed","","1","0","0","G03-A16","DESIGN;size_P","G03"
"3","70","74","11","20260429","2026-04-29T17:38:16.169Z","20260430","2026-04-30T11:58:58.544Z","20260430","2026-04-30T11:58:58.432Z","-1","","45","|WAD| Escrever seção 2.1.3: Solução","","closed","","0","0","0","G03-A14","ART.1;DOCUMENTATION;size_M","G03"
"3","68","71","11","20260429","2026-04-29T17:39:11.319Z","20260501","2026-05-01T23:22:46.430Z","20260501","2026-05-01T23:22:46.254Z","-1","","46","|WAD| Elaborar Requisitos Não Funcionais (RNF) - ISO/IEC 25010","Mapear os RNFs cobrindo os 8 eixos da ISO 25010 (USAB, CONF, DES, SUP, SEG, CAP, REST, ORG). Definir métricas/limites verificáveis, explicar a derivação com o contexto do parceiro e justificar explicitamente caso algum eixo seja omitido.","closed","","0","0","0","G03-A12","ART.3;DOCUMENTATION;size_M","G03"
"3","72","71","11","20260430","2026-04-30T01:10:13.182Z","20260430","2026-04-30T22:36:16.637Z","20260430","2026-04-30T22:36:16.477Z","-1","","47","|FIX| ajustar introdução da seção 1","","closed","","0","0","0","G03-A16","ART.1;DOCUMENTATION;Fix;size_P","G03"
"3","71","70","11","20260430","2026-04-30T11:23:00.763Z","20260430","2026-04-30T22:35:35.699Z","20260430","2026-04-30T22:35:35.514Z","-1","","48","|FIX| Correção da do tópico 2.1.5 (Matriz de Risco)","Correção de pontos levantados pela revisão","closed","","0","0","0","G03-A15","ART.1;DOCUMENTATION;Fix;size_PP","G03"
"3","71","70","11","20260430","2026-04-30T11:37:56.086Z","20260430","2026-04-30T22:35:35.610Z","20260430","2026-04-30T22:35:35.432Z","-1","","49","|FIX| Correção da do tópico 2.1.5 (Matriz de Risco)","Correção de pontos levantados pela revisão","closed","","0","0","0","G03-A15","ART.1;DOCUMENTATION;Fix;size_PP","G03"
"3","70","71","11","20260430","2026-04-30T18:48:18.791Z","20260501","2026-05-01T01:34:19.457Z","20260501","2026-05-01T01:34:19.341Z","-1","","50","|WAD| Elaborar Requisitos não Funcionais - 3.1.3","","closed","","0","0","0","G03-A14","ART.3;DOCUMENTATION;size_M","G03"
"3","69","71","11","20260430","2026-04-30T21:00:32.560Z","20260430","2026-04-30T23:03:33.395Z","20260430","2026-04-30T23:03:33.276Z","-1","","51","Correção do Canvas de Proposta de Valor","","closed","","0","0","0","G03-A13","ART.1;DOCUMENTATION;size_P","G03"
"3","72","71","11","20260501","2026-05-01T00:33:55.697Z","20260501","2026-05-01T01:14:14.463Z","20260501","2026-05-01T01:14:14.326Z","-1","","52","|FIX| ajustar novas informações na introdução da seção 1","","closed","","0","0","0","G03-A16","ART.1;DOCUMENTATION;Fix","G03"
"3","71","68","11","20260501","2026-05-01T01:22:28.423Z","20260501","2026-05-01T23:16:35.681Z","20260501","2026-05-01T23:16:35.483Z","-1","","53","|WAD| Mapeamento de Atores e Casos de Uso a partir dos RFs","Revisar a lista de Requisitos Funcionais já levantados e extrair quais serão os atores (primários e secundários) e os respectivos casos de uso do sistema. Criar uma lista simples de ""De -\> Para"" (ex: RF01 -\> UC01 Cadastrar Usuário) para garantir a rastreabilidade.","closed","","1","0","0","G03-A15","ART.3;DOCUMENTATION;size_P","G03"
"3","71","68","11","20260501","2026-05-01T01:31:49.779Z","20260501","2026-05-01T23:16:34.928Z","20260501","2026-05-01T23:16:34.807Z","-1","","54","|WAD| Desenhar Diagrama de Casos de Uso (UML)","Criar o diagrama UML contendo as fronteiras do sistema, os atores (bonecos) e os casos de uso (elipses). Aplicar rigorosamente a semântica de `<<include>>` e `<<extend>>` onde houver fluxos obrigatórios ou opcionais. Consultar o material de referência (in02/suporte/use-case_3.0_v1.0.pdf) durante a elaboração.","closed","","0","0","0","G03-A15","ART.3;DOCUMENTATION;size_G","G03"
"3","71","68","11","20260501","2026-05-01T01:32:46.185Z","20260501","2026-05-01T23:16:36.468Z","20260501","2026-05-01T23:16:36.340Z","-1","","55","|WAD| Redigir Especificação Textual dos Casos de Uso","Preencher a seção 3.2.2 do documento detalhando cada caso de uso presente no diagrama. Cada descrição deve conter obrigatoriamente: Nome do Caso de Uso, Descrição, Atores (primários e secundários), Pré-requisitos e Pós-requisitos.","closed","","0","0","0","G03-A15","ART.3;DOCUMENTATION;size_M","G03"
"3","71","68","11","20260501","2026-05-01T01:33:37.129Z","20260501","2026-05-01T23:16:34.672Z","20260501","2026-05-01T23:16:34.420Z","-1","","56","|WAD| Revisão de Semântica e Coerência do WAD","Fazer a validação final da seção 3.2.2. Checar se a direção das setas de include e extend está correta no diagrama e se todos os pré/pós-requisitos textuais fazem sentido lógico de acordo com o fluxo do sistema planejado para a sprint.","closed","","0","0","0","G03-A15","ART.3;DOCUMENTATION;size_PP","G03"
"3","74","68","11","20260501","2026-05-01T19:27:41.737Z","20260501","2026-05-01T22:13:34.294Z","20260501","2026-05-01T22:13:34.155Z","-1","","57","|WAD| Atualizar regras de negócio","","closed","","0","0","0","G03-A18","ART.3;DOCUMENTATION;size_P","G03"
"3","74","68","11","20260501","2026-05-01T20:01:54.083Z","20260501","2026-05-01T22:14:22.333Z","20260501","2026-05-01T22:14:22.201Z","-1","","58","|WAD| Corrigir formatação da documentação","corrigir: padrões de escrita, pasta de assets da documentação, numeração de tabelas e imagens, ordem alfabética das referencias.","closed","","0","0","0","G03-A18","DOCUMENTATION;size_M","G03"
"3","68","71","11","20260501","2026-05-01T20:02:32.345Z","20260501","2026-05-01T23:22:49.474Z","20260501","2026-05-01T23:22:49.333Z","-1","","59","|WAD| Atualizar Requisitos Funcionais","atualizar requisitos funcionais com base nas informações coletadas com o parceiro","closed","","0","0","0","G03-A12","ART.3;DOCUMENTATION;size_M","G03"
"3","72","68","11","20260501","2026-05-01T20:45:47.849Z","20260501","2026-05-01T22:14:44.046Z","20260501","2026-05-01T22:13:33.664Z","-1","","60","|FIX| ajustar forças de porter","","closed","","0","0","0","G03-A16","ART.1;DOCUMENTATION;Fix;size_P","G03"
"3","71","68","12","20260504","2026-05-04T16:16:06.420Z","20260512","2026-05-12T17:31:37.493Z","20260512","2026-05-12T17:31:36.886Z","-1","","61","|G01-A26| Validar User Stories priorizadas com o(a) orientador(a)","Alinhar quais são as principais User Stories que devem compor o fluxo principal do wireframe. Isso garante que o esforço de design seja direcionado apenas para o que foi combinado, sem mapear todas as histórias desnecessariamente.

 _Critérios de aceite p/ revisão:_ Lista de User Stories prioritárias documentada e validada com o(a) orientador(a).","closed","","0","0","0","G03-A15","ART.4;DOCUMENTATION;size_PP","G03"
"3","71","-1","12","20260504","2026-05-04T16:17:51.497Z","20260504","2026-05-04T17:39:08.745Z","-1","","-1","","62","|WAD| Criar Wireframe das User Stories priorizadas","Elaborar as telas focando na representação clara da solução e na sequência de interação/navegação das histórias priorizadas. Utilizar um sistema de Grid para garantir a organização dos elementos visuais. _Atenção à rubrica:_ Manter a fidelidade baixa/média. Evitar excesso de detalhamento (cores, tipografias complexas ou imagens finais) para que a interface continue sendo um artefato rápido de testar.

 _Critérios de aceite p/ revisão:_ Fluxo de navegação estruturado, sistema de Grid aplicado nas telas e design sem excessos visuais (mantendo a característica de wireframe).","opened","","0","0","0","G03-A12","ART.4;DESIGN;DOCUMENTATION;size_M","G03"
"3","71","-1","12","20260504","2026-05-04T16:19:11.485Z","20260504","2026-05-04T17:38:58.323Z","-1","","-1","","63","|WAD| Redigir explicação do fluxo de navegação (Seção 3.3)","Escrever o texto explicando como o usuário navega pelo wireframe para cumprir as User Stories priorizadas. O texto deve [externo] coerente com o objetivo proposto na entrega e conectar as telas criadas ao valor esperado. 

_Critérios de aceite p/ revisão:_ Texto claro, direto e que explique o passo a passo da interação do usuário com a interface desenhada.","opened","","0","0","0","G03-A12","ART.4;DOCUMENTATION;size_P","G03"
"3","71","-1","12","20260504","2026-05-04T16:20:01.091Z","20260515","2026-05-15T23:38:34.632Z","-1","","-1","","64","|WAD| Preencher Seção 3.3 com imagens e link público","Exportar as imagens do wireframe finalizado, gerar o link público de visualização e inserir tudo no documento junto com o texto explicativo estruturado na tarefa anterior. 

_Critérios de aceite p/ revisão:_ Seção 3.3 completa, com imagens legíveis, link público acessível (sem restrição de permissão) e formatação geral revisada.","opened","","0","0","0","G03-A12","ART.4;DOCUMENTATION;size_PP","G03"
