grupo,mr_numero,titulo,descricao,situacao,criado_em,atualizado_em,merged_em,fechado_em,branch_origem,branch_destino,autor_id,merged_por_id,revisores_ids,responsaveis_ids,e_rascunho,comentarios,sprint,rotulos
G02,171,docs(#413): ajustes pontuais de coerencia do documento,"Corrige inconsistências identificadas no WAD ao longo da revisão final do documento. Alterações realizadas:

* Corrigido link quebrado da seção 8 no Sumário (`c#8` → `#c8`)
* Corrigida persona da US02: removida Camila (Coordenadora) — aprovação é exclusiva do Administrador ([externo]), conforme RN011
* Corrigida legenda da Figura 11: identificação `UC-02` substituída por `UC-03` (Aprovar ou Rejeitar Cadastro/Alteração)
* Corrigido endpoint do UC-05: `GET /parceiros/{id}` substituído por `GET /parceiros/{id}/perfil`, alinhando com a implementação real e os diagramas de sequência
* Corrigido nome da aplicação de `IluminAtivos` para `IluminAtvos` nas seções 3.4 e 3.5
* Corrigidas citações da seção 6.3 (Análise da Concorrência): referências `[11]`, `[12]` e `[13]` substituídas pelos números corretos `[23]`, `[24]` e `[25]`, correspondentes às fontes de CHBSUCRO, Gatec Cana e Salesforce já listadas na seção 8
* Corrigida numeração duplicada: Figura 68 (Business Model Canvas) renomeada para Figura 71
* Corrigida persona da US07: substituída de [externo] Costa (Analista) para Camila Rodrigues [externo] (Coordenadora), alinhando com RN011, UC-02 e a implementação do `ParceiroService`",merged,2026-06-22T12:23:22.770Z,2026-06-22T18:32:42.817Z,2026-06-22T18:32:42.348Z,,ajuste-coerencia-wad,main,G02-A18,G02-A13,G02-A13,G02-A18,0,1,Sprint 05,
G02,172,docs(wad): adiciona paragrafo introdutorio da secao 07(#399),"Adiciona introdução da seção 07, já que vamos precisar esperar a finalização dos testes para concluir.",merged,2026-06-22T18:18:36.482Z,2026-06-23T11:42:38.758Z,2026-06-23T11:42:38.194Z,,docs/secao-7-conclusoes-trabalhos-futuros,main,G02-A13,G02-A18,G02-A18,G02-A13,0,1,Sprint 05,ART. 16;DOCUMENTATION;SIZE_G
G02,173,test(#417): adiciona testes de integracao do endpoint PATCH /parceiros/:id/aprovacao,"Cobre os contratos HTTP da aprovacao/recusa de cadastro via supertest:
200 ao aprovar, 200 ao recusar com justificativa, 400 para decisao
invalida, 400 para recusa sem justificativa, 403 para nao-admin, 409
para cadastro ja processado e 404 para parceiro inexistente. Tambem
registra aprovarCadastro no mock do ParceiroService.",merged,2026-06-22T19:12:12.078Z,2026-06-22T23:59:45.827Z,2026-06-22T23:59:45.332Z,,test/AdicionaTestesRestantes,main,G02-A14,G02-A16,G02-A16,G02-A14,0,0,Sprint 05,ART. 14;CODE
G02,174,"test(#417): cobre POST /auth/recuperar-senha (200 com e-mail, 400 sem e-mail)","Adiciona testes de integracao do endpoint de recuperacao de senha:
retorno 200 com mensagem generica quando o e-mail e informado e 400
quando o corpo nao traz e-mail.",merged,2026-06-22T19:29:23.622Z,2026-06-22T19:55:50.273Z,2026-06-22T19:51:10.674Z,,test/CompletaTestesEndpoints,main,G02-A14,G02-A16,G02-A16,G02-A14,0,0,Sprint 05,ART. 14;CODE
G02,175,Feat/edicao vinculo dados agricolas,"## O que faz

Adiciona a edição de vínculo territorial + dados agrícolas via `PATCH /parceiros/:id/vinculos/:vinculoId`. Antes, editar um parceiro **zerava** os dados do vínculo (hectares/fazenda) porque só existia o endpoint de criação, não o de update. Agora o service busca o vínculo atual e faz **merge**, preservando os campos que não vieram no formulário.

Corrige o **bug B2** (editar parceiro zerava os dados agrícolas).

## Camada por camada

- repository: `atualizar` no VinculoRepository e DadosAgricolasRepository
- service: `atualizarVinculo` — busca + merge + transação (ROLLBACK em erro)
- rota: `PATCH /parceiros/:id/vinculos/:vinculoId`
- frontend: a tela de edição grava fazenda e área
- testes

## Testes

- 6 testes novos: preserva área ao trocar fazenda, preserva safra, 403 analista, 404 inexistente, 404 de outro parceiro, ROLLBACK.
- Suíte completa: **160 verdes**.
- E2E manual: trocar fazenda → área permanece; trocar área → fazenda permanece.

## Observação

Branch já **atualizada com a main** (B1 mesclado, sem conflito) — o diff mostra só os 5 commits do #402.",merged,2026-06-22T19:56:17.989Z,2026-06-23T16:09:48.224Z,2026-06-23T16:09:47.686Z,,feat/edicao-vinculo-dados-agricolas,main,G02-A16,G02-A12,G02-A12,G02-A16,0,1,Sprint 05,ART. 14;CODE
G02,176,Merge branch 'main' into feat/seletor-usinas,"## O que faz

Troca o campo ""Região / Usina"" (dropdown fixo de regiões) por um seletor de USINAS reais carregadas do banco, salvando unidade_id. Antes o form mandava nome de região (texto) e o banco guarda unidade_id — a info caía no vão entre front e banco (não persistia nem recarregava).

## Camada por camada

- banco: migration torna unidade.regiao_id opcional + seed com usinas reais (PSP, UAE, UAT, UCR, UEL, UMV, USL)
- back: GET /api/unidades lista as usinas
- form: dropdown carrega usinas, pré-seleciona a salva no editar, envia unidade_id
- diretório: filtro de parceiros por usina (unidade_id); badge mostra a usina
- testes

## Testes

- Suíte completa: 175 verdes (já com a main mesclada — B1 + B2 + testes #417)
- E2E manual: editar parceiro → dropdown lista usinas, pré-seleciona e segura a troca; diretório filtra por usina

## Observação

Branch já realinhada com a main — o diff mostra só as mudanças do #418.",merged,2026-06-23T16:51:04.279Z,2026-06-23T19:08:23.154Z,2026-06-23T19:08:22.665Z,,feat/seletor-usinas,main,G02-A16,G02-A14,G02-A14,G02-A16,0,0,Sprint 05,ART. 14;CODE
G02,177,Docs/secao 7 conclusoes trabalhos futuros,Adiciona descrição do que foi realizado em cada sprint enquanto aguardo os testes serem publicados.,merged,2026-06-23T18:24:16.368Z,2026-06-24T19:09:49.270Z,2026-06-24T19:09:48.777Z,,docs/secao-7-conclusoes-trabalhos-futuros,main,G02-A13,G02-A18,G02-A18,G02-A13,0,1,Sprint 05,ART. 16;DOCUMENTATION;SIZE_M
G02,178,Fix: Corrige sidebar do site (#435),"**Objetivo:** Corrigir falhas visuais no alinhamento dos itens e no comportamento do fundo verde (estado `:hover` e `--active`) da Sidebar, especialmente em resoluções onde a barra está expandida e os textos são mais extensos (como o botão ""Configurações"").

**O que foi feito:**

* Modificamos o arquivo `public/css/layout.css` para resolver um problema de dimensionamento (`box-sizing`/`width`) no flexbox da navegação.
* Alteramos a propriedade `align-items` de `center` para `stretch` no contêiner pai `.sidebar__nav`.
* Adicionamos regras explícitas para as tags `<li>` (`width: 100%; display: flex; justify-content: center;`), forçando com que elas preencham toda a largura horizontal da sidebar (250px).
* Graças a isso, a classe `.sidebar__item` (que possui `width: 90%`) passou a calcular corretamente seu tamanho base, impedindo que o fundo (a ""sombra"") acabe antes do limite da palavra, resolvendo o bug visual de sobreposição e alinhamento do texto.",merged,2026-06-23T18:36:36.156Z,2026-06-23T22:01:09.408Z,2026-06-23T22:01:08.769Z,,fix/sidebar,main,G02-A15,G02-A12,G02-A12,G02-A15,0,1,Sprint 05,DESIGN
G02,179,Docs/atualiza secao 5.1 sprint5 (#437 #416),"## O que foi feito

- Atualiza a seção 5.1 do WAD com a estratégia de testes automatizados da WebAPI.
- Documenta a separação entre testes unitários white-box de Service, testes black-box de endpoints com Supertest e testes opcionais de Repository.
- Registra o mapeamento CT → RN → RF alinhado à matriz de rastreabilidade.
- Atualiza as evidências de execução com os resultados reais da suíte:
  - 13 suítes passando
  - 177 testes passando
  - cobertura total de 100% em statements, functions e lines
  - cobertura total de 96,5% em branches
- Adiciona correções pequenas para garantir que a suíte rode de forma determinística e mantenha a cobertura mínima configurada.

## Como testar

Executar na raiz do G01-A26:

```bash
npm install
npm test
npm test -- --coverage
```

## Issues relacionadas

#437 #416",merged,2026-06-23T23:39:56.420Z,2026-06-24T17:07:17.501Z,2026-06-24T17:07:16.816Z,,docs/atualiza-secao-5.1-sprint5,main,G02-A12,G02-A15,G02-A15,G02-A12,0,2,Sprint 05,CODE;DOCUMENTATION
G02,180,docs(WAD): adiciona seção 5.2 com relatório de testes de guerrilha #428 #425 #431,"O que foi feito

* Adiciona a seção 5.2 ao WAD com os resultados dos testes de usabilidade realizados na sprint 5 do G01-A26 IluminAtvos.
* Documenta a metodologia de testes de guerrilha conduzidos presencialmente nas dependências da Apice em junho de 2026.
* Registra os testes das três tarefas centrais da plataforma: cadastro de parceiro, registro de interação e visualização de perfil.
* Detalha os registros individuais de 11 participantes distribuídos entre as tarefas, com perfis, resultados e ocorrências por etapa.
* Inclui tabela de melhorias priorizadas conforme a escala de severidade de Nielsen (0 a 4).

Como testar

Verificar a seção 5.2 do WAD e confirmar que:

* A seção 5.2.1 apresenta o relatório de testes de guerrilha com as três tarefas documentadas.
* Cada tarefa contém enunciado, critério de sucesso, etapas esperadas e tabela de registros individuais.
* A tabela de melhorias priorizadas está presente ao final da seção.

Issues relacionadas #425 #428 #431",merged,2026-06-24T00:02:59.575Z,2026-06-24T00:57:33.510Z,2026-06-24T00:57:32.624Z,,docs/testes-usabilidade-secao-5-2,main,G02-A19,G02-A12,G02-A12,G02-A19,0,2,Sprint 05,ART. 15;DOCUMENTATION
G02,181,Docs/preenche secao sus priorizacao melhorias 5.2 (#414 #438),"## O que foi feito

- Preenchimento da parte de **Priorização de Melhorias** da seção 5.2 do WAD, vinculada à tarefa #414.
- Preenchimento da seção **5.2.2. Relatório de testes SUS (System Usability Scale)**, vinculada à tarefa #438.
- Inclusão das questões aplicadas no formulário SUS.
- Descrição da metodologia de cálculo da pontuação SUS.
- Apresentação dos resultados individuais dos 11 participantes.
- Consolidação das métricas gerais do SUS, como média, mediana, menor pontuação, maior pontuação e amplitude.
- Análise das médias por questão.
- Interpretação dos resultados obtidos e síntese dos principais pontos de atenção.
- Priorização dos problemas de usabilidade conforme criticidade, seguindo a escala de severidade de Nielsen de 0 a 4.

## Como testar

1. Acessar o arquivo do WAD alterado nesta MR.
2. Verificar se a seção **5.2** contém a parte de **Priorização de Melhorias**.
3. Verificar se a seção **5.2.2** contém:
   - introdução do relatório SUS;
   - questões aplicadas;
   - metodologia de cálculo;
   - resultados individuais;
   - métricas consolidadas;
   - médias por questão;
   - interpretação e síntese dos resultados.
4. Conferir se as tabelas estão renderizando corretamente em Markdown.
5. Conferir se a priorização de melhorias segue a escala:
   - 0 — Sem importância;
   - 1 — Cosmético;
   - 2 — Simples;
   - 3 — Grave;
   - 4 — Catastrófico.
6. Validar se as mudanças atendem ao barema do artefato 15, especialmente nos critérios de relatório SUS, análise dos resultados e priorização das melhorias.

## Issues relacionadas

#414\
#438",merged,2026-06-24T01:40:11.068Z,2026-06-24T18:10:50.942Z,2026-06-24T18:10:49.902Z,,docs/preenche-secao-sus-priorizacao-melhorias-5.2,main,G02-A12,G02-A19,G02-A19,G02-A12,0,3,Sprint 05,ART. 15;DOCUMENTATION
G02,182,feat/campos-extras-parceiro,"## O que entrega

Duas frentes nesta branch:

**1. Campos extras do parceiro (#433 — card já fechado)** Persiste empresa, data de [externo] e endereço (existiam no formulário, faltavam no banco):

- migration: 3 colunas novas em `parceiro`
- model/DTO, repository (INSERT + SELECT), service (edição via solicitação), controller
- form: pré-preenche os campos no modo edição
- `normalizarValorCampo`: compara `data_nascimento` só pela data (evita solicitação fantasma)

**2. Restauração do aprovarCadastro (#439)** O merge da Issue #420 na `main` havia **removido** o `aprovarCadastro` (service + controller + rota `PATCH /parceiros/:id/aprovacao`, originalmente do #401), quebrando a aprovação/recusa de cadastro novo com **404 ""Rota não encontrada""**. Esta MR restaura:

- método `aprovarCadastro` no `ParceiroService`
- método no `ParceiroController` + rota `PATCH /:id/aprovacao` (antes de `/:id/perfil`)
- testes de integração (200 aprova, 400 decisão inválida, 403 não-admin)
- corrige import `asyncHandler` → `async-handler.helper` (renomeado pelo time)

## Testes

180 testes verdes (13 suites), `tsc --noEmit` limpo. E2E validado: cadastro/edição dos campos extras + aprovar/recusar cadastro funcionando.

## Observação

A remoção do `aprovarCadastro` segue presente na `main` (regressão do #420) — esta MR conserta isso ao mergear.

Closes #439",merged,2026-06-24T01:42:39.220Z,2026-06-24T15:57:30.797Z,2026-06-24T15:57:29.678Z,,feat/campos-extras-parceiro,main,G02-A16,G02-A12,G02-A12,G02-A16,0,3,Sprint 05,ART. 14;BUG;CODE
G02,183,fix(#441): adiciona versao final do guia de estilo,"Alterei a imagem do guia de estilo, adicionando a nova cor e removendo a que não está mais sendo utilizada.",merged,2026-06-24T15:37:45.482Z,2026-06-24T17:06:53.052Z,2026-06-24T17:06:52.548Z,,docs/atualiza-guia-estilo,main,G02-A18,G02-A13,G02-A13,G02-A18,0,1,Sprint 05,
G02,184,Docs/corrige wad 445 (#445),"## O que foi feito

Foram realizadas correções pontuais no **WAD** com base na revisão da issue #445, ajustando problemas de formatação, escrita, links internos, padronização textual e hierarquia de seções.

Principais ajustes realizados:

* Correção do caminho da imagem da logo no início do documento.
* Ajuste de link do sumário.
* Padronização do termo “Atvos”.
* Correções de pontuação, espaçamento e formatação em Markdown.
* Substituição de termos inadequados, como “enforça”, por palavras mais coerentes com o contexto.
* Correção de erro ortográfico em “semanticamente”.
* Ajuste de trechos que mencionavam algo “planejado para a Sprint 5”, substituindo por uma ideia mais adequada de backlog futuro ou versão futura.
* Correção da hierarquia de título da seção 3.2.7.
* Revisão da numeração entre as seções 3.2.4 e 3.2.6.

## Como testar

1. Abrir o arquivo do WAD atualizado.
2. Conferir se o caminho da logo está correto e se a imagem carrega normalmente.
3. Verificar se o link do sumário aponta para a seção correta.
4. Revisar as linhas indicadas na issue #445 para confirmar que os ajustes foram aplicados.
5. Conferir se a hierarquia e a numeração das seções estão consistentes.
6. Validar se o texto está padronizado, sem erros de pontuação, espaçamento ou escrita identificados na revisão.

#445",merged,2026-06-24T18:46:08.162Z,2026-06-24T21:08:05.923Z,2026-06-24T21:08:05.144Z,,docs/corrige-wad-445,main,G02-A12,G02-A19,G02-A19,G02-A12,0,1,Sprint 05,DOCUMENTATION
G02,185,"docs(wad): corrige inconsistências, formatação e referências de diretórios #444","### O que foi feito

Foram realizadas correções pontuais no WAD com base na revisão da issue #444, ajustando problemas de nomenclatura, formatação de endpoints, hierarquia de seções e referências a diretórios inexistentes.

Principais ajustes realizados:

* Correção do nome do G01-A26 de ""IluminAtivos"" para ""IluminAtvos"" nas ocorrências das linhas 2205, 2227, 2253, 2257, 2265 e 2401.
* Ajuste da hierarquia dos títulos da seção 3.6, de `##` para `###`.
* Correção de backticks duplicados no endpoint PATCH (linha 3224).
* Adição de backticks ausentes no endpoint `POST /api/parceiros/importacao` (linha 3228).
* Remoção de referência à pasta vazia `src/tests/archived` (linha 3278).
* Correção do caminho `src/services/__tests__/` para `src/tests/` (linha 807).

### Como testar

1. Abrir o arquivo do WAD atualizado.
2. Buscar por ""IluminAtivos"" no documento e confirmar que não há mais ocorrências.
3. Verificar se os títulos das subseções de 3.6 estão com `###`.
4. Conferir as linhas 3224 e 3228 para validar a formatação dos endpoints.
5. Confirmar que as referências a `src/tests/archived` e `src/services/__tests__/` foram removidas ou corrigidas.
6. Revisar as linhas indicadas na issue #444 para confirmar que todos os ajustes cobertos por este MR foram aplicados.

### Issues relacionadas 

#444",merged,2026-06-24T21:46:56.807Z,2026-06-24T22:32:55.338Z,2026-06-24T22:32:53.771Z,,docs/corrigir-inconsistencias-wad,main,G02-A19,G02-A12,G02-A12,G02-A19,0,1,Sprint 05,ART. 16;DOCUMENTATION
G02,186,Feat/persistir campos form parceiro,"
Ajustamos o fluxo de cadastro/edição de parceiro para persistir os campos do vínculo territorial e garantir que alterações sensíveis passem por aprovação.

## O que foi feito

- Dividimos as mudanças anteriores em commits menores por tópico, seguindo o padrão `tipo(#card): descrição`.
- Permitimos criar vínculo territorial mesmo sem dados agrícolas completos.
- Corrigimos a edição para não duplicar vínculo existente.
- Passamos a salvar observações como comentários.
- Retornamos a última observação no perfil do parceiro.
- Adicionamos persistência para `Área Potencial (ha)` no banco.
- Criamos a coluna `vinculo_unidade.area_potencial_ha`.
- Habilitamos o campo `Área Potencial (ha)` no formulário.
- Ajustamos o perfil para carregar `Área Potencial (ha)` salva.
- Alteramos o fluxo de edição para que estes campos peçam aprovação:
  - Região / Usina
  - Área Contratada (ha)
  - Área Potencial (ha)
- A aprovação agora aplica alterações desses campos na tabela `vinculo_unidade`.
- A tela de solicitações pendentes passa a exibir essas alterações como `Vinculo territorial`.
- Adicionamos testes unitários cobrindo criação e aprovação de solicitações dos campos do vínculo.

## Como foi corrigido

Antes, o formulário salvava os campos territoriais direto via endpoint de vínculo:

- `PATCH /api/parceiros/:id/vinculos/:vinculoId`

Isso fazia `Região / Usina`, `Área Contratada` e `Área Potencial` escaparem do fluxo de aprovação.

Agora, na edição, esses campos seguem pelo endpoint de edição do parceiro:

- `PATCH /api/parceiros/:id`

O backend cria solicitações em `solicitacao_alteracao` com campos prefixados:

- `vinculo_unidade_id`
- `vinculo_area_ha`
- `vinculo_area_potencial_ha`

Quando o administrador aprova a solicitação, o backend identifica que é uma alteração de vínculo e aplica em `vinculo_unidade`.

## Observação de modelagem

A solução atual reaproveita `solicitacao_alteracao`, usando `campo_alterado` com prefixo `vinculo_`.

Para uma modelagem mais robusta, recomendamos evoluir a tabela de solicitações para incluir:

- `entidade_alvo`, exemplo: `parceiro`, `vinculo_unidade`
- `registro_alvo_id` ou `vinculo_id`

Isso evita ambiguidade caso um parceiro tenha mais de um vínculo territorial.

## Validação

Foram executados:

- `tsc --noEmit`
- `jest --config jest.config.js --runInBand src/tests/services/parceiro.service.test.ts`

Resultado:

- TypeScript sem erros
- Testes do `ParceiroService` passando",merged,2026-06-25T00:26:54.369Z,2026-06-25T17:09:39.612Z,2026-06-25T17:09:38.143Z,,feat/persistir-campos-form-parceiro,main,G02-A16,G02-A14,G02-A14,G02-A16,0,0,Sprint 05,ART. 14;BUG;CODE
G02,187,Docs/finaliza secao 7 conclusoes,"Finaliza a seção 7 do WAD, que estava incompleta (parava na Sprint 4), com a avaliação de fechamento do G01-A26 fundamentada nos resultados de teste da seção 5.

O que foi adicionado:

* Parágrafo da **Sprint 5** com os resultados da verificação técnica: suíte automatizada com 187 testes (13 suítes), 100% de cobertura de statements na camada de Service e mapeamento CT → RN → RF.
* Parágrafo dos **testes de usabilidade**: guerrilha com 11 participantes e SUS de 90,45 (faixa excelente), incluindo o ponto de atenção da questão 6.
* **Avaliação dos quatro objetivos** definidos na seção 2 (centralização, governança/rastreabilidade, memória institucional e padronização).
* **Pontos fortes, limitações e trabalhos futuros**.
* Ajuste de consistência: a suíte de testes passa a constar como evolução de 147 (Sprint 4) para 187 (Sprint 5).",merged,2026-06-25T13:50:53.523Z,2026-06-25T17:03:36.553Z,2026-06-25T17:03:36.065Z,,docs/finaliza-secao-7-conclusoes,main,G02-A13,G02-A18,G02-A18,G02-A13,0,1,Sprint 05,ART. 16;DOCUMENTATION;SIZE_G
G02,188,docs(#455): corrige endpoints e matrizes de rastreabilidade,"## Atualização de Endpoints e Matrizes Relacionadas

### O que foi feito

Atualização dos endpoints do G01-A26 e de todas as matrizes que os envolvem, garantindo coerência entre as integrações e as definições técnicas vigentes.

### Motivação

Os endpoints estavam desatualizados em relação ao estado atual do sistema, impactando a confiabilidade das integrações e das referências técnicas do G01-A26.

### Alterações realizadas

- Endpoints revisados e atualizados;
- Matrizes associadas corrigidas para refletir as mudanças;
- Dependências e contratos impactados verificados;
- Coerência entre endpoints e matrizes validada.

### Como testar

- Verificar se os endpoints respondem conforme esperado;
- Validar que as matrizes estão alinhadas com os novos endpoints;
- Checar se nenhuma integração dependente foi quebrada.

### Observações

Nenhuma breaking change esperada. Caso alguma integração apresente comportamento inesperado, verificar mapeamento nas matrizes atualizadas.",merged,2026-06-25T14:28:45.083Z,2026-06-25T15:37:22.274Z,2026-06-25T15:37:21.678Z,,docs/atualiza-endpoints-e-matrizes,main,G02-A18,G02-A19,G02-A19,G02-A18,0,1,Sprint 05,
G02,189,docs(wad): atualizar RF e RN conforme implementação atual do código #454,"O que foi feito

Foi realizada a atualização das seções de Requisitos Funcionais (RF) e Regras de Negócio (RN) do WAD, alinhando a documentação com o comportamento atualmente implementado no código da aplicação.

Principais ajustes realizados:

* Revisão dos Requisitos Funcionais para refletir corretamente as funcionalidades disponíveis na versão atual do sistema.
* Atualização das Regras de Negócio de acordo com as validações, fluxos e comportamentos implementados no backend.
* Correção de descrições desatualizadas identificadas durante a análise comparativa entre documentação e código-fonte.
* Adequação dos relacionamentos entre requisitos e regras de negócio quando necessário.
* Remoção ou ajuste de informações que não representam mais o comportamento atual da aplicação.
* Padronização da redação dos requisitos e regras revisados.

Como testar

* Abrir o arquivo WAD atualizado.
* Revisar a seção 3.1 (Requisitos Funcionais) e confirmar que os requisitos descritos correspondem às funcionalidades implementadas no sistema.
* Revisar a seção de Regras de Negócio e validar que as regras documentadas refletem as validações e comportamentos existentes no código.
* Comparar os requisitos e regras alterados com os fluxos atualmente disponíveis na aplicação.
* Confirmar que não existem inconsistências entre documentação e implementação.

Issues relacionadas

* #454",merged,2026-06-25T14:51:20.462Z,2026-06-25T17:02:09.866Z,2026-06-25T17:02:09.421Z,,docs/atualiza-requisitos-e-rn,main,G02-A19,G02-A15,G02-A15,G02-A19,0,2,Sprint 05,ART. 16;DOCUMENTATION
G02,190,refactor(css): aplica novas cores do figma no css (#458),"## feat(ui): atualiza paleta de cores conforme Figma

Closes #458

### Contexto

A cor de ação primária da marca mudou de **verde-limão `#adca50`** para **Azul Atvos `#3F5B60`**, conforme o design de alta fidelidade no Figma (arquivo Alta-fidelidade-VF, sidebar node 11-313 e botão primário da tela de login).

### Mudanças

- Novo token semântico `--color-azul-atvos: #3F5B60` em `variables.css`.
- `--color-primary` e `--bg-login` atualizados de `#adca50` para `#3F5B60`.
- `auth.css`: botão ""Esqueci Senha"" (`.btn--outline`) atualizado para o azul.
- Sidebar e botões primários passam a azul automaticamente, pois já consumiam `var(--color-primary)`.

### Arquivos alterados

- `public/css/variables.css`
- `public/css/auth.css`

### Verificação

- Contraste WCAG AA conferido nos pares afetados (todos ≥ 4.5:1):
  - texto creme `#fbf2e5` sobre azul `#3F5B60` → 6.58:1
  - texto azul `#3F5B60` sobre creme `#fbf2e5` → 6.58:1
  - texto branco sobre azul → 7.30:1
- Nenhum `#adca50` remanescente como valor (apenas em comentários).

### Observações

- `--color-primary-dark` (`#9ab445`) e `--color-primary-bg` seguem em tom verde; como hover/tint do primário (agora azul), podem [externo] revisados numa próxima etapa.",merged,2026-06-25T17:10:17.490Z,2026-06-25T18:08:13.814Z,2026-06-25T18:08:13.240Z,,docs/finaliza-secao-7-conclusoes,main,G02-A13,G02-A14,G02-A14,G02-A13,0,0,Sprint 05,ART. 14;CODE;SIZE_G
G02,191,docs(#462): atualiza textos do MER e DER alinhados ao código main e MR,Atualiza textos das seções de Modelo Relacional e Diagrama de entidade relacionamento.,merged,2026-06-25T17:23:45.330Z,2026-06-25T17:31:40.115Z,2026-06-25T17:31:39.664Z,,docs/atualiza-texto-mer-der,main,G02-A18,G02-A15,G02-A15,G02-A18,0,1,Sprint 05,
G02,192,docs(#456): altera a requisão de obrigação dos parceiros,,merged,2026-06-25T17:44:49.081Z,2026-06-25T17:51:44.425Z,2026-06-25T17:51:43.294Z,,hotfix/ConsertaErroNoCodigo,main,G02-A14,G02-A16,G02-A16,G02-A14,0,0,Sprint 05,ART. 14
G02,193,docs(wad): alinha WAD com regras de negócio implementadas #463,"O que foi feito

Foi realizada uma revisão do WAD para alinhar a documentação às regras de negócio atualmente implementadas no sistema, garantindo consistência entre o comportamento da aplicação e os requisitos documentados.

Principais ajustes realizados:

* Atualização das regras de negócio que estavam divergentes da implementação atual.
* Adequação das descrições para refletir corretamente os fluxos e validações existentes no sistema.
* Correção de inconsistências identificadas entre a documentação e o código-fonte.
* Revisão de requisitos relacionados às regras de negócio impactadas pelas alterações.
* Remoção ou ajuste de informações desatualizadas que não representam mais o comportamento da aplicação.
* Padronização da redação e estrutura das seções revisadas.

Como testar

* Abrir o arquivo WAD atualizado.
* Revisar as seções de Regras de Negócio alteradas.
* Comparar as regras documentadas com as validações e fluxos atualmente implementados no sistema.
* Verificar se os requisitos relacionados permanecem consistentes com as regras de negócio documentadas.
* Confirmar que não existem divergências entre a documentação e o comportamento observado na aplicação.

Issues relacionadas

* #463",merged,2026-06-25T17:50:45.961Z,2026-06-25T17:55:32.789Z,2026-06-25T17:55:30.392Z,,docs/atualiza-requisitos,main,G02-A19,G02-A15,G02-A15,G02-A19,0,1,Sprint 05,ART. 16;DOCUMENTATION
G02,194,docs(#468): atualiza texto diagrama de classes arquitetural e domínio,"**Contexto e objetivo** Atualizar os textos do diagrama de classes e do diagrama de sequência UML no WAD, garantindo que a documentação reflita com precisão a estrutura e os fluxos atuais do sistema. O objetivo é manter o WAD como fonte confiável de referência, alinhado com o estado real dos artefatos de modelagem.

**Atividades**

* Revisar os textos do diagrama de classes e do diagrama de sequência UML existentes no WAD e identificar o que precisa [externo] atualizado;
* Reescrever ou ajustar as descrições para refletir a estrutura de classes e os fluxos de interação atuais;
* Verificar se há outros trechos do WAD impactados pelas alterações (ex: seções que referenciam classes, métodos ou fluxos);
* Validar a coerência entre os textos atualizados e os diagramas correspondentes.

**Definition of Ready (DoR)**

* WAD acessível para edição;
* Diagrama de classes e diagrama de sequência UML atuais disponíveis para consulta;
* Trechos que precisam [externo] atualizados identificados e sinalizados.

**Definition of Done (DoD)**

* Textos do diagrama de classes e do diagrama de sequência UML no WAD atualizados e alinhados com os diagramas;
* Demais seções impactadas revisadas e corrigidas;
* Coerência entre o WAD e os artefatos UML validada pela equipe;
* WAD pronto para uso como referência de documentação.",merged,2026-06-25T17:54:54.177Z,2026-06-25T18:15:40.509Z,2026-06-25T18:15:39.684Z,,docs/atualiza-texto-diagrama-classe-e-diagrama-sequencia-uml,main,G02-A18,G02-A15,G02-A15,G02-A18,0,1,Sprint 05,
G02,195,feat(db): alinhar migrações com esquema atual do sistema #469,"O que foi feito

Foi realizada uma atualização das migrações do banco de dados para garantir compatibilidade com o esquema atual da aplicação e com as regras de negócio atualmente implementadas.

Principais ajustes realizados:

* Alinhamento da migração da entidade Parceiro ao modelo de dados vigente.
* Atualização da migração de Vínculo para refletir a estrutura atualmente utilizada pelo sistema.
* Adequação da migração de Interações às validações e restrições implementadas.
* Ajuste da migração de Solicitações para compatibilidade com o fluxo atual de aprovação.
* Atualização das migrações de Auditoria para refletir os registros e mecanismos atualmente utilizados.
* Adequação da migração de Comentários às regras de negócio vigentes.
* Ajuste da migração de campos extras de Parceiro, tornando sua execução idempotente e mais resiliente.
* Revisão geral das migrações para garantir consistência com o esquema atual do banco de dados.

Como testar

* Executar as migrações em um banco vazio e verificar se são concluídas sem erros.
* Executar as migrações em um ambiente já atualizado e validar que não ocorrem falhas por recriação de estruturas existentes.
* Confirmar que as tabelas, colunas, índices e relacionamentos gerados correspondem ao esquema atual da aplicação.
* Executar a aplicação após as migrações e validar o funcionamento dos fluxos relacionados a parceiros, vínculos, interações, solicitações, comentários e auditoria.
* Verificar que as migrações podem [externo] executadas na ordem prevista sem inconsistências de dependência.

Issues relacionadas

* #469",merged,2026-06-25T18:23:07.521Z,2026-06-25T18:26:44.947Z,2026-06-25T18:26:43.907Z,,feature/atualiza-migrations,main,G02-A19,G02-A15,G02-A15,G02-A19,0,1,Sprint 05,ART. 16;CODE
